Name,Tera Type,G-Atk,G-Def,GOOD,Ok,Bad,Weak To,Types
Iron-treads,Grass,SpA,Def,"Flying, Bug",,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Flying, Poison, Bug, Fire, Ice","Ground, Steel"
Iron-treads,Electric,SpA,Def,,Ground,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy",Ground,"Ground, Steel"
Iron-treads,Psychic,SpA,Def,Bug,"Ghost, Dark","Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Bug, Ghost, Dark","Ground, Steel"
Iron-treads,Ice,SpA,Def,,Fighting,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Fighting, Rock, Steel, Fire","Ground, Steel"
Iron-treads,Dragon,SpA,Def,,Dragon,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Ice, Dragon, Fairy","Ground, Steel"
Iron-treads,Dark,SpA,Def,Bug,Fighting,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Fighting, Bug, Fairy","Ground, Steel"
Iron-treads,Fairy,SpA,Def,,,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Poison, Steel","Ground, Steel"
Iron-bundle,Normal,SpA,SpD,,Fighting,"Flying, Ground, Grass, Dragon, Rock, Fire",Fighting,"Ice, Water"
Iron-bundle,Fighting,SpA,SpD,,"Psychic, Fairy","Flying, Ground, Grass, Dragon, Rock, Fire","Flying, Psychic, Fairy","Ice, Water"
Iron-bundle,Flying,SpA,SpD,Ice,Electric,"Flying, Ground, Grass, Dragon, Rock, Fire","Rock, Electric, Ice","Ice, Water"
Iron-bundle,Poison,SpA,SpD,,Psychic,"Flying, Ground, Grass, Dragon, Rock, Fire","Ground, Psychic","Ice, Water"
Iron-bundle,Ground,SpA,SpD,"Water, Ice",,"Flying, Ground, Grass, Dragon, Rock, Fire","Water, Grass, Ice","Ice, Water"
Iron-bundle,Rock,SpA,SpD,"Steel, Water",Fighting,"Flying, Ground, Grass, Dragon, Rock, Fire","Fighting, Ground, Steel, Water, Grass","Ice, Water"
Iron-bundle,Bug,SpA,SpD,,,"Flying, Ground, Grass, Dragon, Rock, Fire","Flying, Rock, Fire","Ice, Water"
Iron-bundle,Ghost,SpA,SpD,,"Ghost, Dark","Flying, Ground, Grass, Dragon, Rock, Fire","Ghost, Dark","Ice, Water"
Iron-bundle,Steel,SpA,SpD,,Fighting,"Flying, Ground, Grass, Dragon, Rock, Fire","Fighting, Ground, Fire","Ice, Water"
Iron-bundle,Fire,SpA,SpD,Water,,"Flying, Ground, Grass, Dragon, Rock, Fire","Ground, Rock, Water","Ice, Water"
Iron-bundle,Water,SpA,SpD,,Electric,"Flying, Ground, Grass, Dragon, Rock, Fire","Grass, Electric","Ice, Water"
Iron-bundle,Grass,SpA,SpD,Ice,"Poison, Bug","Flying, Ground, Grass, Dragon, Rock, Fire","Flying, Poison, Bug, Fire, Ice","Ice, Water"
Iron-bundle,Electric,SpA,SpD,,,"Flying, Ground, Grass, Dragon, Rock, Fire",Ground,"Ice, Water"
Iron-bundle,Psychic,SpA,SpD,,"Bug, Ghost, Dark","Flying, Ground, Grass, Dragon, Rock, Fire","Bug, Ghost, Dark","Ice, Water"
Iron-bundle,Ice,SpA,SpD,Steel,Fighting,"Flying, Ground, Grass, Dragon, Rock, Fire","Fighting, Rock, Steel, Fire","Ice, Water"
Iron-bundle,Dragon,SpA,SpD,Ice,Fairy,"Flying, Ground, Grass, Dragon, Rock, Fire","Ice, Dragon, Fairy","Ice, Water"
Iron-bundle,Dark,SpA,SpD,,"Fighting, Bug, Fairy","Flying, Ground, Grass, Dragon, Rock, Fire","Fighting, Bug, Fairy","Ice, Water"
Iron-bundle,Fairy,SpA,SpD,Steel,Poison,"Flying, Ground, Grass, Dragon, Rock, Fire","Poison, Steel","Ice, Water"
Iron-hands,Normal,SpA,Def,,Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark",Fighting,"Electric, Fighting"
Iron-hands,Fighting,SpA,Def,"Psychic, Fairy",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy","Electric, Fighting"
Iron-hands,Flying,SpA,Def,Electric,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Rock, Electric, Ice","Electric, Fighting"
Iron-hands,Poison,SpA,Def,"Ground, Psychic",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ground, Psychic","Electric, Fighting"
Iron-hands,Ground,SpA,Def,Grass,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Water, Grass, Ice","Electric, Fighting"
Iron-hands,Rock,SpA,Def,"Ground, Grass",Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass","Electric, Fighting"
Iron-hands,Bug,SpA,Def,,Fire,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Rock, Fire","Electric, Fighting"
Iron-hands,Ghost,SpA,Def,Ghost,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ghost, Dark","Electric, Fighting"
Iron-hands,Steel,SpA,Def,Ground,"Fighting, Fire","Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire","Electric, Fighting"
Iron-hands,Fire,SpA,Def,Ground,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water","Electric, Fighting"
Iron-hands,Water,SpA,Def,"Grass, Electric",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Grass, Electric","Electric, Fighting"
Iron-hands,Grass,SpA,Def,"Poison, Bug",Fire,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Poison, Bug, Fire, Ice","Electric, Fighting"
Iron-hands,Electric,SpA,Def,Ground,,"Flying, Water, Normal, Rock, Steel, Ice, Dark",Ground,"Electric, Fighting"
Iron-hands,Psychic,SpA,Def,"Ghost, Bug",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Bug, Ghost, Dark","Electric, Fighting"
Iron-hands,Ice,SpA,Def,,"Fighting, Fire","Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Rock, Steel, Fire","Electric, Fighting"
Iron-hands,Dragon,SpA,Def,"Dragon, Fairy",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ice, Dragon, Fairy","Electric, Fighting"
Iron-hands,Dark,SpA,Def,"Bug, Fairy",Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy","Electric, Fighting"
Iron-hands,Fairy,SpA,Def,Poison,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Poison, Steel","Electric, Fighting"
Iron-jugulis,Normal,Any,SpD,,,"Ghost, Psychic, Fighting, Bug, Grass",Fighting,"Dark, Flying"
Iron-jugulis,Fighting,Any,SpD,Fairy,Flying,"Ghost, Psychic, Fighting, Bug, Grass","Flying, Psychic, Fairy","Dark, Flying"
Iron-jugulis,Flying,Any,SpD,"Rock, Electric",Ice,"Ghost, Psychic, Fighting, Bug, Grass","Rock, Electric, Ice","Dark, Flying"
Iron-jugulis,Poison,Any,SpD,,Ground,"Ghost, Psychic, Fighting, Bug, Grass","Ground, Psychic","Dark, Flying"
Iron-jugulis,Ground,Any,SpD,,"Water, Ice","Ghost, Psychic, Fighting, Bug, Grass","Water, Grass, Ice","Dark, Flying"
Iron-jugulis,Rock,Any,SpD,Steel,"Ground, Water","Ghost, Psychic, Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass","Dark, Flying"
Iron-jugulis,Bug,Any,SpD,Rock,"Flying, Fire","Ghost, Psychic, Fighting, Bug, Grass","Flying, Rock, Fire","Dark, Flying"
Iron-jugulis,Ghost,Any,SpD,Dark,,"Ghost, Psychic, Fighting, Bug, Grass","Ghost, Dark","Dark, Flying"
Iron-jugulis,Steel,Any,SpD,,"Ground, Fire","Ghost, Psychic, Fighting, Bug, Grass","Fighting, Ground, Fire","Dark, Flying"
Iron-jugulis,Fire,Any,SpD,Rock,"Ground, Water","Ghost, Psychic, Fighting, Bug, Grass","Ground, Rock, Water","Dark, Flying"
Iron-jugulis,Water,Any,SpD,Electric,,"Ghost, Psychic, Fighting, Bug, Grass","Grass, Electric","Dark, Flying"
Iron-jugulis,Grass,Any,SpD,,"Flying, Poison, Fire, Ice","Ghost, Psychic, Fighting, Bug, Grass","Flying, Poison, Bug, Fire, Ice","Dark, Flying"
Iron-jugulis,Electric,Any,SpD,,Ground,"Ghost, Psychic, Fighting, Bug, Grass",Ground,"Dark, Flying"
Iron-jugulis,Psychic,Any,SpD,Dark,,"Ghost, Psychic, Fighting, Bug, Grass","Bug, Ghost, Dark","Dark, Flying"
Iron-jugulis,Ice,Any,SpD,"Rock, Steel",Fire,"Ghost, Psychic, Fighting, Bug, Grass","Fighting, Rock, Steel, Fire","Dark, Flying"
Iron-jugulis,Dragon,Any,SpD,Fairy,"Ice, Dragon","Ghost, Psychic, Fighting, Bug, Grass","Ice, Dragon, Fairy","Dark, Flying"
Iron-jugulis,Dark,Any,SpD,Fairy,,"Ghost, Psychic, Fighting, Bug, Grass","Fighting, Bug, Fairy","Dark, Flying"
Iron-jugulis,Fairy,Any,SpD,Steel,Poison,"Ghost, Psychic, Fighting, Bug, Grass","Poison, Steel","Dark, Flying"
Iron-moth,Normal,Atk,SpD,,Fighting,"Bug, Steel, Grass, Ice, Fairy",Fighting,"Fire, Poison"
Iron-moth,Fighting,Atk,SpD,,"Flying, Psychic","Bug, Steel, Grass, Ice, Fairy","Flying, Psychic, Fairy","Fire, Poison"
Iron-moth,Flying,Atk,SpD,Rock,Electric,"Bug, Steel, Grass, Ice, Fairy","Rock, Electric, Ice","Fire, Poison"
Iron-moth,Poison,Atk,SpD,Ground,Psychic,"Bug, Steel, Grass, Ice, Fairy","Ground, Psychic","Fire, Poison"
Iron-moth,Ground,Atk,SpD,Water,,"Bug, Steel, Grass, Ice, Fairy","Water, Grass, Ice","Fire, Poison"
Iron-moth,Rock,Atk,SpD,"Ground, Water",Fighting,"Bug, Steel, Grass, Ice, Fairy","Fighting, Ground, Steel, Water, Grass","Fire, Poison"
Iron-moth,Bug,Atk,SpD,"Rock, Fire",Flying,"Bug, Steel, Grass, Ice, Fairy","Flying, Rock, Fire","Fire, Poison"
Iron-moth,Ghost,Atk,SpD,Ghost,Dark,"Bug, Steel, Grass, Ice, Fairy","Ghost, Dark","Fire, Poison"
Iron-moth,Steel,Atk,SpD,"Ground, Fire",Fighting,"Bug, Steel, Grass, Ice, Fairy","Fighting, Ground, Fire","Fire, Poison"
Iron-moth,Fire,Atk,SpD,"Ground, Rock, Water",,"Bug, Steel, Grass, Ice, Fairy","Ground, Rock, Water","Fire, Poison"
Iron-moth,Water,Atk,SpD,,Electric,"Bug, Steel, Grass, Ice, Fairy","Grass, Electric","Fire, Poison"
Iron-moth,Grass,Atk,SpD,"Poison, Fire",Flying,"Bug, Steel, Grass, Ice, Fairy","Flying, Poison, Bug, Fire, Ice","Fire, Poison"
Iron-moth,Electric,Atk,SpD,Ground,,"Bug, Steel, Grass, Ice, Fairy",Ground,"Fire, Poison"
Iron-moth,Psychic,Atk,SpD,Ghost,Dark,"Bug, Steel, Grass, Ice, Fairy","Bug, Ghost, Dark","Fire, Poison"
Iron-moth,Ice,Atk,SpD,"Rock, Fire",Fighting,"Bug, Steel, Grass, Ice, Fairy","Fighting, Rock, Steel, Fire","Fire, Poison"
Iron-moth,Dragon,Atk,SpD,Dragon,,"Bug, Steel, Grass, Ice, Fairy","Ice, Dragon, Fairy","Fire, Poison"
Iron-moth,Dark,Atk,SpD,,Fighting,"Bug, Steel, Grass, Ice, Fairy","Fighting, Bug, Fairy","Fire, Poison"
Iron-moth,Fairy,Atk,SpD,Poison,,"Bug, Steel, Grass, Ice, Fairy","Poison, Steel","Fire, Poison"
Iron-thorns,Normal,SpA,Def,Fighting,,"Flying, Water, Bug, Fire, Ice",Fighting,"Electric, Rock"
Iron-thorns,Fighting,SpA,Def,,"Psychic, Fairy","Flying, Water, Bug, Fire, Ice","Flying, Psychic, Fairy","Electric, Rock"
Iron-thorns,Flying,SpA,Def,Electric,Rock,"Flying, Water, Bug, Fire, Ice","Rock, Electric, Ice","Electric, Rock"
Iron-thorns,Poison,SpA,Def,Ground,Psychic,"Flying, Water, Bug, Fire, Ice","Ground, Psychic","Electric, Rock"
Iron-thorns,Ground,SpA,Def,Grass,,"Flying, Water, Bug, Fire, Ice","Water, Grass, Ice","Electric, Rock"
Iron-thorns,Rock,SpA,Def,"Ground, Fighting, Steel, Grass",,"Flying, Water, Bug, Fire, Ice","Fighting, Ground, Steel, Water, Grass","Electric, Rock"
Iron-thorns,Bug,SpA,Def,,Rock,"Flying, Water, Bug, Fire, Ice","Flying, Rock, Fire","Electric, Rock"
Iron-thorns,Ghost,SpA,Def,,"Ghost, Dark","Flying, Water, Bug, Fire, Ice","Ghost, Dark","Electric, Rock"
Iron-thorns,Steel,SpA,Def,"Ground, Fighting",,"Flying, Water, Bug, Fire, Ice","Fighting, Ground, Fire","Electric, Rock"
Iron-thorns,Fire,SpA,Def,Ground,Rock,"Flying, Water, Bug, Fire, Ice","Ground, Rock, Water","Electric, Rock"
Iron-thorns,Water,SpA,Def,"Grass, Electric",,"Flying, Water, Bug, Fire, Ice","Grass, Electric","Electric, Rock"
Iron-thorns,Grass,SpA,Def,,Poison,"Flying, Water, Bug, Fire, Ice","Flying, Poison, Bug, Fire, Ice","Electric, Rock"
Iron-thorns,Electric,SpA,Def,Ground,,"Flying, Water, Bug, Fire, Ice",Ground,"Electric, Rock"
Iron-thorns,Psychic,SpA,Def,,"Ghost, Dark","Flying, Water, Bug, Fire, Ice","Bug, Ghost, Dark","Electric, Rock"
Iron-thorns,Ice,SpA,Def,"Fighting, Steel",Rock,"Flying, Water, Bug, Fire, Ice","Fighting, Rock, Steel, Fire","Electric, Rock"
Iron-thorns,Dragon,SpA,Def,Dragon,Fairy,"Flying, Water, Bug, Fire, Ice","Ice, Dragon, Fairy","Electric, Rock"
Iron-thorns,Dark,SpA,Def,Fighting,Fairy,"Flying, Water, Bug, Fire, Ice","Fighting, Bug, Fairy","Electric, Rock"
Iron-thorns,Fairy,SpA,Def,Steel,Poison,"Flying, Water, Bug, Fire, Ice","Poison, Steel","Electric, Rock"
Frigibax,Normal,Any,Def,,Fighting,"Dragon, Flying, Ground, Grass",Fighting,"Dragon, Ice"
Frigibax,Fighting,Any,Def,Fairy,Psychic,"Dragon, Flying, Ground, Grass","Flying, Psychic, Fairy","Dragon, Ice"
Frigibax,Flying,Any,Def,Ice,"Rock, Electric","Dragon, Flying, Ground, Grass","Rock, Electric, Ice","Dragon, Ice"
Frigibax,Poison,Any,Def,,Psychic,"Dragon, Flying, Ground, Grass","Ground, Psychic","Dragon, Ice"
Frigibax,Ground,Any,Def,"Water, Ice",,"Dragon, Flying, Ground, Grass","Water, Grass, Ice","Dragon, Ice"
Frigibax,Rock,Any,Def,"Steel, Water",Fighting,"Dragon, Flying, Ground, Grass","Fighting, Ground, Steel, Water, Grass","Dragon, Ice"
Frigibax,Bug,Any,Def,Fire,Rock,"Dragon, Flying, Ground, Grass","Flying, Rock, Fire","Dragon, Ice"
Frigibax,Ghost,Any,Def,,"Ghost, Dark","Dragon, Flying, Ground, Grass","Ghost, Dark","Dragon, Ice"
Frigibax,Steel,Any,Def,Fire,Fighting,"Dragon, Flying, Ground, Grass","Fighting, Ground, Fire","Dragon, Ice"
Frigibax,Fire,Any,Def,Water,Rock,"Dragon, Flying, Ground, Grass","Ground, Rock, Water","Dragon, Ice"
Frigibax,Water,Any,Def,,Electric,"Dragon, Flying, Ground, Grass","Grass, Electric","Dragon, Ice"
Frigibax,Grass,Any,Def,"Fire, Ice","Poison, Bug","Dragon, Flying, Ground, Grass","Flying, Poison, Bug, Fire, Ice","Dragon, Ice"
Frigibax,Electric,Any,Def,,,"Dragon, Flying, Ground, Grass",Ground,"Dragon, Ice"
Frigibax,Psychic,Any,Def,,"Bug, Ghost, Dark","Dragon, Flying, Ground, Grass","Bug, Ghost, Dark","Dragon, Ice"
Frigibax,Ice,Any,Def,"Steel, Fire","Fighting, Rock","Dragon, Flying, Ground, Grass","Fighting, Rock, Steel, Fire","Dragon, Ice"
Frigibax,Dragon,Any,Def,"Fairy, Ice",,"Dragon, Flying, Ground, Grass","Ice, Dragon, Fairy","Dragon, Ice"
Frigibax,Dark,Any,Def,Fairy,"Fighting, Bug","Dragon, Flying, Ground, Grass","Fighting, Bug, Fairy","Dragon, Ice"
Frigibax,Fairy,Any,Def,Steel,Poison,"Dragon, Flying, Ground, Grass","Poison, Steel","Dragon, Ice"
Arctibax,Normal,Any,Def,,Fighting,"Dragon, Flying, Ground, Grass",Fighting,"Dragon, Ice"
Arctibax,Fighting,Any,Def,Fairy,Psychic,"Dragon, Flying, Ground, Grass","Flying, Psychic, Fairy","Dragon, Ice"
Arctibax,Flying,Any,Def,Ice,"Rock, Electric","Dragon, Flying, Ground, Grass","Rock, Electric, Ice","Dragon, Ice"
Arctibax,Poison,Any,Def,,Psychic,"Dragon, Flying, Ground, Grass","Ground, Psychic","Dragon, Ice"
Arctibax,Ground,Any,Def,"Water, Ice",,"Dragon, Flying, Ground, Grass","Water, Grass, Ice","Dragon, Ice"
Arctibax,Rock,Any,Def,"Steel, Water",Fighting,"Dragon, Flying, Ground, Grass","Fighting, Ground, Steel, Water, Grass","Dragon, Ice"
Arctibax,Bug,Any,Def,Fire,Rock,"Dragon, Flying, Ground, Grass","Flying, Rock, Fire","Dragon, Ice"
Arctibax,Ghost,Any,Def,,"Ghost, Dark","Dragon, Flying, Ground, Grass","Ghost, Dark","Dragon, Ice"
Arctibax,Steel,Any,Def,Fire,Fighting,"Dragon, Flying, Ground, Grass","Fighting, Ground, Fire","Dragon, Ice"
Arctibax,Fire,Any,Def,Water,Rock,"Dragon, Flying, Ground, Grass","Ground, Rock, Water","Dragon, Ice"
Arctibax,Water,Any,Def,,Electric,"Dragon, Flying, Ground, Grass","Grass, Electric","Dragon, Ice"
Arctibax,Grass,Any,Def,"Fire, Ice","Poison, Bug","Dragon, Flying, Ground, Grass","Flying, Poison, Bug, Fire, Ice","Dragon, Ice"
Arctibax,Electric,Any,Def,,,"Dragon, Flying, Ground, Grass",Ground,"Dragon, Ice"
Arctibax,Psychic,Any,Def,,"Bug, Ghost, Dark","Dragon, Flying, Ground, Grass","Bug, Ghost, Dark","Dragon, Ice"
Arctibax,Ice,Any,Def,"Steel, Fire","Fighting, Rock","Dragon, Flying, Ground, Grass","Fighting, Rock, Steel, Fire","Dragon, Ice"
Arctibax,Dragon,Any,Def,"Fairy, Ice",,"Dragon, Flying, Ground, Grass","Ice, Dragon, Fairy","Dragon, Ice"
Arctibax,Dark,Any,Def,Fairy,"Fighting, Bug","Dragon, Flying, Ground, Grass","Fighting, Bug, Fairy","Dragon, Ice"
Arctibax,Fairy,Any,Def,Steel,Poison,"Dragon, Flying, Ground, Grass","Poison, Steel","Dragon, Ice"
Baxcalibur,Normal,Any,Def,,Fighting,"Dragon, Flying, Ground, Grass",Fighting,"Dragon, Ice"
Baxcalibur,Fighting,Any,Def,Fairy,Psychic,"Dragon, Flying, Ground, Grass","Flying, Psychic, Fairy","Dragon, Ice"
Baxcalibur,Flying,Any,Def,Ice,"Rock, Electric","Dragon, Flying, Ground, Grass","Rock, Electric, Ice","Dragon, Ice"
Baxcalibur,Poison,Any,Def,,Psychic,"Dragon, Flying, Ground, Grass","Ground, Psychic","Dragon, Ice"
Baxcalibur,Ground,Any,Def,"Water, Ice",,"Dragon, Flying, Ground, Grass","Water, Grass, Ice","Dragon, Ice"
Baxcalibur,Rock,Any,Def,"Steel, Water",Fighting,"Dragon, Flying, Ground, Grass","Fighting, Ground, Steel, Water, Grass","Dragon, Ice"
Baxcalibur,Bug,Any,Def,Fire,Rock,"Dragon, Flying, Ground, Grass","Flying, Rock, Fire","Dragon, Ice"
Baxcalibur,Ghost,Any,Def,,"Ghost, Dark","Dragon, Flying, Ground, Grass","Ghost, Dark","Dragon, Ice"
Baxcalibur,Steel,Any,Def,Fire,Fighting,"Dragon, Flying, Ground, Grass","Fighting, Ground, Fire","Dragon, Ice"
Baxcalibur,Fire,Any,Def,Water,Rock,"Dragon, Flying, Ground, Grass","Ground, Rock, Water","Dragon, Ice"
Baxcalibur,Water,Any,Def,,Electric,"Dragon, Flying, Ground, Grass","Grass, Electric","Dragon, Ice"
Baxcalibur,Grass,Any,Def,"Fire, Ice","Poison, Bug","Dragon, Flying, Ground, Grass","Flying, Poison, Bug, Fire, Ice","Dragon, Ice"
Baxcalibur,Electric,Any,Def,,,"Dragon, Flying, Ground, Grass",Ground,"Dragon, Ice"
Baxcalibur,Psychic,Any,Def,,"Bug, Ghost, Dark","Dragon, Flying, Ground, Grass","Bug, Ghost, Dark","Dragon, Ice"
Baxcalibur,Ice,Any,Def,"Steel, Fire","Fighting, Rock","Dragon, Flying, Ground, Grass","Fighting, Rock, Steel, Fire","Dragon, Ice"
Baxcalibur,Dragon,Any,Def,"Fairy, Ice",,"Dragon, Flying, Ground, Grass","Ice, Dragon, Fairy","Dragon, Ice"
Baxcalibur,Dark,Any,Def,Fairy,"Fighting, Bug","Dragon, Flying, Ground, Grass","Fighting, Bug, Fairy","Dragon, Ice"
Baxcalibur,Fairy,Any,Def,Steel,Poison,"Dragon, Flying, Ground, Grass","Poison, Steel","Dragon, Ice"
Gimmighoul,Normal,Any,SpD,,Fighting,"Ghost, Psychic",Fighting,Ghost
Gimmighoul,Fighting,Any,SpD,,"Flying, Fairy","Ghost, Psychic","Flying, Psychic, Fairy",Ghost
Gimmighoul,Flying,Any,SpD,,"Rock, Electric, Ice","Ghost, Psychic","Rock, Electric, Ice",Ghost
Gimmighoul,Poison,Any,SpD,,Ground,"Ghost, Psychic","Ground, Psychic",Ghost
Gimmighoul,Ground,Any,SpD,,"Water, Grass, Ice","Ghost, Psychic","Water, Grass, Ice",Ghost
Gimmighoul,Rock,Any,SpD,,"Fighting, Ground, Steel, Water, Grass","Ghost, Psychic","Fighting, Ground, Steel, Water, Grass",Ghost
Gimmighoul,Bug,Any,SpD,,"Flying, Rock, Fire","Ghost, Psychic","Flying, Rock, Fire",Ghost
Gimmighoul,Ghost,Any,SpD,Dark,,"Ghost, Psychic","Ghost, Dark",Ghost
Gimmighoul,Steel,Any,SpD,,"Fighting, Ground, Fire","Ghost, Psychic","Fighting, Ground, Fire",Ghost
Gimmighoul,Fire,Any,SpD,,"Ground, Rock, Water","Ghost, Psychic","Ground, Rock, Water",Ghost
Gimmighoul,Water,Any,SpD,,"Grass, Electric","Ghost, Psychic","Grass, Electric",Ghost
Gimmighoul,Grass,Any,SpD,,"Flying, Poison, Bug, Fire, Ice","Ghost, Psychic","Flying, Poison, Bug, Fire, Ice",Ghost
Gimmighoul,Electric,Any,SpD,,Ground,"Ghost, Psychic",Ground,Ghost
Gimmighoul,Psychic,Any,SpD,Dark,Bug,"Ghost, Psychic","Bug, Ghost, Dark",Ghost
Gimmighoul,Ice,Any,SpD,,"Fighting, Rock, Steel, Fire","Ghost, Psychic","Fighting, Rock, Steel, Fire",Ghost
Gimmighoul,Dragon,Any,SpD,,"Ice, Dragon, Fairy","Ghost, Psychic","Ice, Dragon, Fairy",Ghost
Gimmighoul,Dark,Any,SpD,,"Fighting, Bug, Fairy","Ghost, Psychic","Fighting, Bug, Fairy",Ghost
Gimmighoul,Fairy,Any,SpD,,"Poison, Steel","Ghost, Psychic","Poison, Steel",Ghost
Gholdengo,Normal,Any,SpD,,Fighting,"Ghost, Psychic, Rock, Ice, Fairy",Fighting,"Ghost, Steel"
Gholdengo,Fighting,Any,SpD,,Flying,"Ghost, Psychic, Rock, Ice, Fairy","Flying, Psychic, Fairy","Ghost, Steel"
Gholdengo,Flying,Any,SpD,Electric,,"Ghost, Psychic, Rock, Ice, Fairy","Rock, Electric, Ice","Ghost, Steel"
Gholdengo,Poison,Any,SpD,,Ground,"Ghost, Psychic, Rock, Ice, Fairy","Ground, Psychic","Ghost, Steel"
Gholdengo,Ground,Any,SpD,Water,Grass,"Ghost, Psychic, Rock, Ice, Fairy","Water, Grass, Ice","Ghost, Steel"
Gholdengo,Rock,Any,SpD,"Steel, Water","Fighting, Ground, Grass","Ghost, Psychic, Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass","Ghost, Steel"
Gholdengo,Bug,Any,SpD,Fire,Flying,"Ghost, Psychic, Rock, Ice, Fairy","Flying, Rock, Fire","Ghost, Steel"
Gholdengo,Ghost,Any,SpD,Dark,,"Ghost, Psychic, Rock, Ice, Fairy","Ghost, Dark","Ghost, Steel"
Gholdengo,Steel,Any,SpD,Fire,"Fighting, Ground","Ghost, Psychic, Rock, Ice, Fairy","Fighting, Ground, Fire","Ghost, Steel"
Gholdengo,Fire,Any,SpD,Water,Ground,"Ghost, Psychic, Rock, Ice, Fairy","Ground, Rock, Water","Ghost, Steel"
Gholdengo,Water,Any,SpD,Electric,Grass,"Ghost, Psychic, Rock, Ice, Fairy","Grass, Electric","Ghost, Steel"
Gholdengo,Grass,Any,SpD,Fire,"Flying, Poison, Bug","Ghost, Psychic, Rock, Ice, Fairy","Flying, Poison, Bug, Fire, Ice","Ghost, Steel"
Gholdengo,Electric,Any,SpD,,Ground,"Ghost, Psychic, Rock, Ice, Fairy",Ground,"Ghost, Steel"
Gholdengo,Psychic,Any,SpD,Dark,Bug,"Ghost, Psychic, Rock, Ice, Fairy","Bug, Ghost, Dark","Ghost, Steel"
Gholdengo,Ice,Any,SpD,"Steel, Fire",Fighting,"Ghost, Psychic, Rock, Ice, Fairy","Fighting, Rock, Steel, Fire","Ghost, Steel"
Gholdengo,Dragon,Any,SpD,,Dragon,"Ghost, Psychic, Rock, Ice, Fairy","Ice, Dragon, Fairy","Ghost, Steel"
Gholdengo,Dark,Any,SpD,,"Fighting, Bug","Ghost, Psychic, Rock, Ice, Fairy","Fighting, Bug, Fairy","Ghost, Steel"
Gholdengo,Fairy,Any,SpD,Steel,Poison,"Ghost, Psychic, Rock, Ice, Fairy","Poison, Steel","Ghost, Steel"
Wo-chien,Normal,Atk,Any,Fighting,,"Ghost, Psychic, Ground, Rock, Water",Fighting,"Dark, Grass"
Wo-chien,Fighting,Atk,Any,"Flying, Fairy",,"Ghost, Psychic, Ground, Rock, Water","Flying, Psychic, Fairy","Dark, Grass"
Wo-chien,Flying,Atk,Any,,"Electric, Ice","Ghost, Psychic, Ground, Rock, Water","Rock, Electric, Ice","Dark, Grass"
Wo-chien,Poison,Atk,Any,,,"Ghost, Psychic, Ground, Rock, Water","Ground, Psychic","Dark, Grass"
Wo-chien,Ground,Atk,Any,Grass,Ice,"Ghost, Psychic, Ground, Rock, Water","Water, Grass, Ice","Dark, Grass"
Wo-chien,Rock,Atk,Any,"Fighting, Steel, Grass",,"Ghost, Psychic, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass","Dark, Grass"
Wo-chien,Bug,Atk,Any,"Flying, Fire",,"Ghost, Psychic, Ground, Rock, Water","Flying, Rock, Fire","Dark, Grass"
Wo-chien,Ghost,Atk,Any,Dark,,"Ghost, Psychic, Ground, Rock, Water","Ghost, Dark","Dark, Grass"
Wo-chien,Steel,Atk,Any,"Fighting, Fire",,"Ghost, Psychic, Ground, Rock, Water","Fighting, Ground, Fire","Dark, Grass"
Wo-chien,Fire,Atk,Any,,,"Ghost, Psychic, Ground, Rock, Water","Ground, Rock, Water","Dark, Grass"
Wo-chien,Water,Atk,Any,Grass,Electric,"Ghost, Psychic, Ground, Rock, Water","Grass, Electric","Dark, Grass"
Wo-chien,Grass,Atk,Any,"Flying, Poison, Bug, Fire",Ice,"Ghost, Psychic, Ground, Rock, Water","Flying, Poison, Bug, Fire, Ice","Dark, Grass"
