Tera Type,Atk 1,Atk 2,GOOD,Ok,Bad,Weak To
Steel,Ghost,Flying,,"Ground, Fire","Ghost, Psychic, Fighting, Bug, Grass","Fighting, Ground, Fire"
Steel,Ghost,Poison,Ground,"Fighting, Fire","Ghost, Psychic, Grass, Fairy","Fighting, Ground, Fire"
Steel,Ghost,Ground,,"Fighting, Ground","Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Ghost,Rock,"Fighting, Ground",,"Ghost, Psychic, Flying, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Ghost,Bug,"Fighting, Fire",Ground,"Ghost, Psychic, Grass, Dark","Fighting, Ground, Fire"
Steel,Ghost,,,"Fighting, Ground, Fire","Ghost, Psychic","Fighting, Ground, Fire"
Steel,Ghost,Steel,Fire,"Fighting, Ground","Ghost, Psychic, Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Ghost,Fire,Fire,"Fighting, Ground","Ghost, Psychic, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Ghost,Water,,Fighting,"Ghost, Psychic, Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Ghost,Grass,Fire,Fighting,"Ghost, Psychic, Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Ghost,Electric,Ground,"Fighting, Fire","Ghost, Psychic, Flying, Water","Fighting, Ground, Fire"
Steel,Ghost,Psychic,,"Ground, Fire","Ghost, Psychic, Fighting, Poison","Fighting, Ground, Fire"
Steel,Ghost,Ice,Fire,Fighting,"Ghost, Psychic, Flying, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Ghost,Dragon,,"Fighting, Ground, Fire","Ghost, Psychic, Dragon","Fighting, Ground, Fire"
Steel,Ghost,Dark,Fighting,"Ground, Fire","Ghost, Psychic","Fighting, Ground, Fire"
Steel,Ghost,Fairy,Fire,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Steel,Normal,Fire,"Fighting, Ground","Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Steel,Fighting,Fire,"Fighting, Ground","Rock, Ice, Fairy, Normal, Steel, Dark","Fighting, Ground, Fire"
Steel,Steel,Flying,Fire,Ground,"Rock, Ice, Fairy, Fighting, Bug, Grass","Fighting, Ground, Fire"
Steel,Steel,Poison,"Ground, Fire",Fighting,"Rock, Ice, Fairy, Grass","Fighting, Ground, Fire"
Steel,Steel,Ground,,"Fighting, Ground","Rock, Ice, Fairy, Poison, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Steel,Rock,"Fighting, Ground",,"Rock, Ice, Fairy, Flying, Bug, Fire","Fighting, Ground, Fire"
Steel,Steel,Bug,"Fighting, Fire",Ground,"Rock, Ice, Fairy, Grass, Psychic, Dark","Fighting, Ground, Fire"
Steel,Steel,Ghost,Fire,"Fighting, Ground","Rock, Ice, Fairy, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Steel,,Fire,"Fighting, Ground","Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Steel,Fire,Fire,"Fighting, Ground","Rock, Ice, Fairy, Bug, Steel, Grass","Fighting, Ground, Fire"
Steel,Steel,Water,,Fighting,"Rock, Ice, Fairy, Ground, Fire","Fighting, Ground, Fire"
Steel,Steel,Grass,Fire,Fighting,"Rock, Ice, Fairy, Ground, Water","Fighting, Ground, Fire"
Steel,Steel,Electric,"Ground, Fire",Fighting,"Rock, Ice, Fairy, Flying, Water","Fighting, Ground, Fire"
Steel,Steel,Psychic,Fire,Ground,"Rock, Ice, Fairy, Fighting, Poison","Fighting, Ground, Fire"
Steel,Steel,Ice,Fire,Fighting,"Rock, Ice, Fairy, Flying, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Steel,Dragon,Fire,"Fighting, Ground","Rock, Ice, Fairy, Dragon","Fighting, Ground, Fire"
Steel,Steel,Dark,"Fighting, Fire",Ground,"Rock, Ice, Fairy, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Steel,Fairy,Fire,Ground,"Rock, Ice, Fairy, Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Fire,Normal,Fire,"Fighting, Ground","Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Fire,Fighting,Fire,"Fighting, Ground","Bug, Steel, Grass, Ice, Normal, Rock, Dark","Fighting, Ground, Fire"
Steel,Fire,Flying,Fire,Ground,"Bug, Steel, Grass, Ice, Fighting","Fighting, Ground, Fire"
Steel,Fire,Poison,"Ground, Fire",Fighting,"Bug, Steel, Grass, Ice, Fairy","Fighting, Ground, Fire"
Steel,Fire,Ground,,"Fighting, Ground","Bug, Steel, Grass, Ice, Poison, Rock, Fire, Electric","Fighting, Ground, Fire"
Steel,Fire,Rock,"Fighting, Ground",,"Bug, Steel, Grass, Ice, Flying, Fire","Fighting, Ground, Fire"
Steel,Fire,Bug,"Fighting, Fire",Ground,"Bug, Steel, Grass, Ice, Psychic, Dark","Fighting, Ground, Fire"
Steel,Fire,Ghost,Fire,"Fighting, Ground","Bug, Steel, Grass, Ice, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Fire,Steel,Fire,"Fighting, Ground","Bug, Steel, Grass, Ice, Rock, Fairy","Fighting, Ground, Fire"
Steel,Fire,,Fire,"Fighting, Ground","Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Fire,Water,,Fighting,"Bug, Steel, Grass, Ice, Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Fire,Grass,Fire,Fighting,"Bug, Steel, Grass, Ice, Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Fire,Electric,"Ground, Fire",Fighting,"Bug, Steel, Grass, Ice, Flying, Water","Fighting, Ground, Fire"
Steel,Fire,Psychic,Fire,Ground,"Bug, Steel, Grass, Ice, Fighting, Poison","Fighting, Ground, Fire"
Steel,Fire,Ice,Fire,Fighting,"Bug, Steel, Grass, Ice, Flying, Ground, Dragon","Fighting, Ground, Fire"
Steel,Fire,Dragon,Fire,"Fighting, Ground","Bug, Steel, Grass, Ice, Dragon","Fighting, Ground, Fire"
Steel,Fire,Dark,"Fighting, Fire",Ground,"Bug, Steel, Grass, Ice, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Fire,Fairy,Fire,Ground,"Bug, Steel, Grass, Ice, Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Water,Normal,,Fighting,"Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Water,Fighting,,Fighting,"Ground, Rock, Fire, Normal, Steel, Ice, Dark","Fighting, Ground, Fire"
Steel,Water,Flying,,,"Ground, Rock, Fire, Fighting, Bug, Grass","Fighting, Ground, Fire"
Steel,Water,Poison,,Fighting,"Ground, Rock, Fire, Grass, Fairy","Fighting, Ground, Fire"
Steel,Water,Ground,,Fighting,"Ground, Rock, Fire, Poison, Steel, Electric","Fighting, Ground, Fire"
Steel,Water,Rock,Fighting,,"Ground, Rock, Fire, Flying, Bug, Ice","Fighting, Ground, Fire"
Steel,Water,Bug,Fighting,,"Ground, Rock, Fire, Grass, Psychic, Dark","Fighting, Ground, Fire"
Steel,Water,Ghost,,Fighting,"Ground, Rock, Fire, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Water,Steel,,Fighting,"Ground, Rock, Fire, Ice, Fairy","Fighting, Ground, Fire"
Steel,Water,Fire,,Fighting,"Ground, Rock, Fire, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Water,,,Fighting,"Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Water,Grass,,Fighting,"Ground, Rock, Fire, Water","Fighting, Ground, Fire"
Steel,Water,Electric,,Fighting,"Ground, Rock, Fire, Flying, Water","Fighting, Ground, Fire"
Steel,Water,Psychic,,,"Ground, Rock, Fire, Fighting, Poison","Fighting, Ground, Fire"
Steel,Water,Ice,,Fighting,"Ground, Rock, Fire, Flying, Grass, Dragon","Fighting, Ground, Fire"
Steel,Water,Dragon,,Fighting,"Ground, Rock, Fire, Dragon","Fighting, Ground, Fire"
Steel,Water,Dark,Fighting,,"Ground, Rock, Fire, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Water,Fairy,,,"Ground, Rock, Fire, Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Grass,Normal,Fire,Fighting,"Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Grass,Fighting,Fire,Fighting,"Ground, Rock, Water, Normal, Steel, Ice, Dark","Fighting, Ground, Fire"
Steel,Grass,Flying,Fire,,"Ground, Rock, Water, Fighting, Bug, Grass","Fighting, Ground, Fire"
Steel,Grass,Poison,Fire,Fighting,"Ground, Rock, Water, Grass, Fairy","Fighting, Ground, Fire"
Steel,Grass,Ground,,Fighting,"Ground, Rock, Water, Poison, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Grass,Rock,Fighting,,"Ground, Rock, Water, Flying, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Grass,Bug,"Fighting, Fire",,"Ground, Rock, Water, Grass, Psychic, Dark","Fighting, Ground, Fire"
Steel,Grass,Ghost,Fire,Fighting,"Ground, Rock, Water, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Grass,Steel,Fire,Fighting,"Ground, Rock, Water, Ice, Fairy","Fighting, Ground, Fire"
Steel,Grass,Fire,Fire,Fighting,"Ground, Rock, Water, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Grass,Water,,Fighting,"Ground, Rock, Water, Fire","Fighting, Ground, Fire"
Steel,Grass,,Fire,Fighting,"Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Grass,Electric,Fire,Fighting,"Ground, Rock, Water, Flying","Fighting, Ground, Fire"
Steel,Grass,Psychic,Fire,,"Ground, Rock, Water, Fighting, Poison","Fighting, Ground, Fire"
Steel,Grass,Ice,Fire,Fighting,"Ground, Rock, Water, Flying, Grass, Dragon","Fighting, Ground, Fire"
Steel,Grass,Dragon,Fire,Fighting,"Ground, Rock, Water, Dragon","Fighting, Ground, Fire"
Steel,Grass,Dark,"Fighting, Fire",,"Ground, Rock, Water, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Grass,Fairy,Fire,,"Ground, Rock, Water, Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Electric,Normal,Ground,"Fighting, Fire","Flying, Water","Fighting, Ground, Fire"
Steel,Electric,Fighting,Ground,"Fighting, Fire","Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire"
Steel,Electric,Flying,Ground,Fire,"Flying, Water, Fighting, Bug, Grass","Fighting, Ground, Fire"
Steel,Electric,Poison,Ground,"Fighting, Fire","Flying, Water, Grass, Fairy","Fighting, Ground, Fire"
Steel,Electric,Ground,Ground,Fighting,"Flying, Water, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Electric,Rock,"Ground, Fighting",,"Flying, Water, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Electric,Bug,"Ground, Fighting, Fire",,"Flying, Water, Grass, Psychic, Dark","Fighting, Ground, Fire"
Steel,Electric,Ghost,Ground,"Fighting, Fire","Flying, Water, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Electric,Steel,"Ground, Fire",Fighting,"Flying, Water, Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Electric,Fire,"Ground, Fire",Fighting,"Flying, Water, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Electric,Water,,Fighting,"Flying, Water, Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Electric,Grass,Fire,Fighting,"Flying, Water, Ground, Rock","Fighting, Ground, Fire"
Steel,Electric,,Ground,"Fighting, Fire","Flying, Water","Fighting, Ground, Fire"
Steel,Electric,Psychic,Ground,Fire,"Flying, Water, Fighting, Poison","Fighting, Ground, Fire"
Steel,Electric,Ice,Fire,Fighting,"Flying, Water, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Electric,Dragon,Ground,"Fighting, Fire","Flying, Water, Dragon","Fighting, Ground, Fire"
Steel,Electric,Dark,"Ground, Fighting",Fire,"Flying, Water, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Electric,Fairy,"Ground, Fire",,"Flying, Water, Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Psychic,Normal,,"Ground, Fire","Fighting, Poison","Fighting, Ground, Fire"
Steel,Psychic,Fighting,,"Ground, Fire","Fighting, Poison, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire"
Steel,Psychic,Flying,,"Ground, Fire","Fighting, Poison, Bug, Grass","Fighting, Ground, Fire"
Steel,Psychic,Poison,Ground,Fire,"Fighting, Poison, Grass, Fairy","Fighting, Ground, Fire"
Steel,Psychic,Ground,,Ground,"Fighting, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Psychic,Rock,Ground,,"Fighting, Poison, Flying, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Psychic,Bug,Fire,Ground,"Fighting, Poison, Grass, Psychic, Dark","Fighting, Ground, Fire"
Steel,Psychic,Ghost,,"Ground, Fire","Fighting, Poison, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Psychic,Steel,Fire,Ground,"Fighting, Poison, Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Psychic,Fire,Fire,Ground,"Fighting, Poison, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Psychic,Water,,,"Fighting, Poison, Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Psychic,Grass,Fire,,"Fighting, Poison, Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Psychic,Electric,Ground,Fire,"Fighting, Poison, Flying, Water","Fighting, Ground, Fire"
Steel,Psychic,,,"Ground, Fire","Fighting, Poison","Fighting, Ground, Fire"
Steel,Psychic,Ice,Fire,,"Fighting, Poison, Flying, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Psychic,Dragon,,"Ground, Fire","Fighting, Poison, Dragon","Fighting, Ground, Fire"
Steel,Psychic,Dark,,"Ground, Fire","Fighting, Poison, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Psychic,Fairy,Fire,Ground,"Fighting, Poison, Dragon, Dark","Fighting, Ground, Fire"
Steel,Ice,Normal,Fire,Fighting,"Flying, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Ice,Fighting,Fire,Fighting,"Flying, Ground, Grass, Dragon, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire"
Steel,Ice,Flying,Fire,,"Flying, Ground, Grass, Dragon, Fighting, Bug","Fighting, Ground, Fire"
Steel,Ice,Poison,Fire,Fighting,"Flying, Ground, Grass, Dragon, Fairy","Fighting, Ground, Fire"
Steel,Ice,Ground,,Fighting,"Flying, Ground, Grass, Dragon, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Ice,Rock,Fighting,,"Flying, Ground, Grass, Dragon, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Ice,Bug,"Fighting, Fire",,"Flying, Ground, Grass, Dragon, Psychic, Dark","Fighting, Ground, Fire"
Steel,Ice,Ghost,Fire,Fighting,"Flying, Ground, Grass, Dragon, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Ice,Steel,Fire,Fighting,"Flying, Ground, Grass, Dragon, Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Ice,Fire,Fire,Fighting,"Flying, Ground, Grass, Dragon, Bug, Steel, Ice","Fighting, Ground, Fire"
Steel,Ice,Water,,Fighting,"Flying, Ground, Grass, Dragon, Rock, Fire","Fighting, Ground, Fire"
Steel,Ice,Grass,Fire,Fighting,"Flying, Ground, Grass, Dragon, Rock, Water","Fighting, Ground, Fire"
Steel,Ice,Electric,Fire,Fighting,"Flying, Ground, Grass, Dragon, Water","Fighting, Ground, Fire"
Steel,Ice,Psychic,Fire,,"Flying, Ground, Grass, Dragon, Fighting, Poison","Fighting, Ground, Fire"
Steel,Ice,,Fire,Fighting,"Flying, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Ice,Dragon,Fire,Fighting,"Flying, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Ice,Dark,"Fighting, Fire",,"Flying, Ground, Grass, Dragon, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Ice,Fairy,Fire,,"Flying, Ground, Grass, Dragon, Fighting, Dark","Fighting, Ground, Fire"
Steel,Dragon,Normal,,"Fighting, Ground, Fire",Dragon,"Fighting, Ground, Fire"
Steel,Dragon,Fighting,,"Fighting, Ground, Fire","Dragon, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire"
Steel,Dragon,Flying,,"Ground, Fire","Dragon, Fighting, Bug, Grass","Fighting, Ground, Fire"
Steel,Dragon,Poison,Ground,"Fighting, Fire","Dragon, Grass, Fairy","Fighting, Ground, Fire"
Steel,Dragon,Ground,,"Fighting, Ground","Dragon, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Dragon,Rock,"Fighting, Ground",,"Dragon, Flying, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Dragon,Bug,"Fighting, Fire",Ground,"Dragon, Grass, Psychic, Dark","Fighting, Ground, Fire"
Steel,Dragon,Ghost,,"Fighting, Ground, Fire","Dragon, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Dragon,Steel,Fire,"Fighting, Ground","Dragon, Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Dragon,Fire,Fire,"Fighting, Ground","Dragon, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Dragon,Water,,Fighting,"Dragon, Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Dragon,Grass,Fire,Fighting,"Dragon, Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Dragon,Electric,Ground,"Fighting, Fire","Dragon, Flying, Water","Fighting, Ground, Fire"
Steel,Dragon,Psychic,,"Ground, Fire","Dragon, Fighting, Poison","Fighting, Ground, Fire"
Steel,Dragon,Ice,Fire,Fighting,"Dragon, Flying, Ground, Grass","Fighting, Ground, Fire"
Steel,Dragon,,,"Fighting, Ground, Fire",Dragon,"Fighting, Ground, Fire"
Steel,Dragon,Dark,Fighting,"Ground, Fire","Dragon, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Dragon,Fairy,Fire,Ground,"Dragon, Fighting, Dark","Fighting, Ground, Fire"
Steel,Dark,Normal,Fighting,"Ground, Fire","Ghost, Psychic","Fighting, Ground, Fire"
Steel,Dark,Fighting,Fighting,"Ground, Fire","Ghost, Psychic, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire"
Steel,Dark,Flying,,"Ground, Fire","Ghost, Psychic, Fighting, Bug, Grass","Fighting, Ground, Fire"
Steel,Dark,Poison,"Fighting, Ground",Fire,"Ghost, Psychic, Grass, Fairy","Fighting, Ground, Fire"
Steel,Dark,Ground,Fighting,Ground,"Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Dark,Rock,"Fighting, Ground",,"Ghost, Psychic, Flying, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Dark,Bug,"Fighting, Fire",Ground,"Ghost, Psychic, Grass, Dark","Fighting, Ground, Fire"
Steel,Dark,Ghost,Fighting,"Ground, Fire","Ghost, Psychic","Fighting, Ground, Fire"
Steel,Dark,Steel,"Fighting, Fire",Ground,"Ghost, Psychic, Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Dark,Fire,"Fighting, Fire",Ground,"Ghost, Psychic, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Dark,Water,Fighting,,"Ghost, Psychic, Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Dark,Grass,"Fighting, Fire",,"Ghost, Psychic, Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Dark,Electric,"Ground, Fighting",Fire,"Ghost, Psychic, Flying, Water","Fighting, Ground, Fire"
Steel,Dark,Psychic,,"Ground, Fire","Ghost, Psychic, Fighting, Poison","Fighting, Ground, Fire"
Steel,Dark,Ice,"Fighting, Fire",,"Ghost, Psychic, Flying, Ground, Grass, Dragon","Fighting, Ground, Fire"
Steel,Dark,Dragon,Fighting,"Ground, Fire","Ghost, Psychic, Dragon","Fighting, Ground, Fire"
Steel,Dark,,Fighting,"Ground, Fire","Ghost, Psychic","Fighting, Ground, Fire"
Steel,Dark,Fairy,Fire,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Fairy,Normal,Fire,Ground,"Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Fairy,Fighting,Fire,Ground,"Fighting, Dragon, Dark, Normal, Rock, Steel, Ice","Fighting, Ground, Fire"
Steel,Fairy,Flying,Fire,Ground,"Fighting, Dragon, Dark, Bug, Grass","Fighting, Ground, Fire"
Steel,Fairy,Poison,"Ground, Fire",,"Fighting, Dragon, Dark, Grass, Fairy","Fighting, Ground, Fire"
Steel,Fairy,Ground,,Ground,"Fighting, Dragon, Dark, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Fire"
Steel,Fairy,Rock,Ground,,"Fighting, Dragon, Dark, Flying, Bug, Fire, Ice","Fighting, Ground, Fire"
Steel,Fairy,Bug,Fire,Ground,"Fighting, Dragon, Dark, Grass, Psychic","Fighting, Ground, Fire"
Steel,Fairy,Ghost,Fire,Ground,"Fighting, Dragon, Dark, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Fairy,Steel,Fire,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Ground, Fire"
Steel,Fairy,Fire,Fire,Ground,"Fighting, Dragon, Dark, Bug, Steel, Grass, Ice","Fighting, Ground, Fire"
Steel,Fairy,Water,,,"Fighting, Dragon, Dark, Ground, Rock, Fire","Fighting, Ground, Fire"
Steel,Fairy,Grass,Fire,,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Ground, Fire"
Steel,Fairy,Electric,"Ground, Fire",,"Fighting, Dragon, Dark, Flying, Water","Fighting, Ground, Fire"
Steel,Fairy,Psychic,Fire,Ground,"Fighting, Dragon, Dark, Poison","Fighting, Ground, Fire"
Steel,Fairy,Ice,Fire,,"Fighting, Dragon, Dark, Flying, Ground, Grass","Fighting, Ground, Fire"
Steel,Fairy,Dragon,Fire,Ground,"Fighting, Dragon, Dark","Fighting, Ground, Fire"
Steel,Fairy,Dark,Fire,Ground,"Fighting, Dragon, Dark, Ghost, Psychic","Fighting, Ground, Fire"
Steel,Fairy,,Fire,Ground,"Fighting, Dragon, Dark","Fighting, Ground, Fire"
Fire,Unknown,,"Ground, Rock, Water",,,"Ground, Rock, Water"
Fire,Normal,,Rock,"Ground, Water",,"Ground, Rock, Water"
Fire,Normal,Fighting,,"Ground, Water","Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Normal,Flying,Rock,"Ground, Water","Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Normal,Poison,"Ground, Rock",Water,"Grass, Fairy","Ground, Rock, Water"
Fire,Normal,Ground,,"Ground, Water","Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Normal,Rock,"Ground, Rock",Water,"Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Normal,Bug,Rock,"Ground, Water","Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Normal,Ghost,Rock,"Ground, Water","Ghost, Psychic","Ground, Rock, Water"
Fire,Normal,Steel,Water,Ground,"Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Normal,Fire,"Rock, Water",Ground,"Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Normal,Water,Water,,"Ground, Rock, Fire","Ground, Rock, Water"
Fire,Normal,Grass,,,"Ground, Rock, Water","Ground, Rock, Water"
Fire,Normal,Electric,"Ground, Rock",,"Flying, Water","Ground, Rock, Water"
Fire,Normal,Psychic,Rock,"Ground, Water","Fighting, Poison","Ground, Rock, Water"
Fire,Normal,Ice,"Rock, Water",,"Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Normal,Dragon,Rock,"Ground, Water",Dragon,"Ground, Rock, Water"
Fire,Normal,Dark,Rock,"Ground, Water","Ghost, Psychic","Ground, Rock, Water"
Fire,Normal,Fairy,Rock,"Ground, Water","Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Fighting,Normal,,"Ground, Water","Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Fighting,,,"Ground, Water","Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Fighting,Flying,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Fighting,Poison,Ground,Water,"Normal, Rock, Steel, Ice, Dark, Grass, Fairy","Ground, Rock, Water"
Fire,Fighting,Ground,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Poison, Fire, Electric","Ground, Rock, Water"
Fire,Fighting,Rock,Ground,Water,"Normal, Rock, Steel, Ice, Dark, Flying, Bug, Fire","Ground, Rock, Water"
Fire,Fighting,Bug,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Grass, Psychic","Ground, Rock, Water"
Fire,Fighting,Ghost,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Ground, Rock, Water"
Fire,Fighting,Steel,Water,Ground,"Normal, Rock, Steel, Ice, Dark, Fairy","Ground, Rock, Water"
Fire,Fighting,Fire,Water,Ground,"Normal, Rock, Steel, Ice, Dark, Bug, Grass","Ground, Rock, Water"
Fire,Fighting,Water,Water,,"Normal, Rock, Steel, Ice, Dark, Ground, Fire","Ground, Rock, Water"
Fire,Fighting,Grass,,,"Normal, Rock, Steel, Ice, Dark, Ground, Water","Ground, Rock, Water"
Fire,Fighting,Electric,Ground,,"Normal, Rock, Steel, Ice, Dark, Flying, Water","Ground, Rock, Water"
Fire,Fighting,Psychic,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Fighting, Poison","Ground, Rock, Water"
Fire,Fighting,Ice,Water,,"Normal, Rock, Steel, Ice, Dark, Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Fighting,Dragon,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Dragon","Ground, Rock, Water"
Fire,Fighting,Dark,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Ground, Rock, Water"
Fire,Fighting,Fairy,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Fighting, Dragon","Ground, Rock, Water"
Fire,Flying,Normal,Rock,"Ground, Water","Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Flying,Fighting,,"Ground, Water","Fighting, Bug, Grass, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Flying,,Rock,"Ground, Water","Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Flying,Poison,"Ground, Rock",Water,"Fighting, Bug, Grass, Fairy","Ground, Rock, Water"
Fire,Flying,Ground,,"Ground, Water","Fighting, Bug, Grass, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Flying,Rock,"Ground, Rock",Water,"Fighting, Bug, Grass, Flying, Fire, Ice","Ground, Rock, Water"
Fire,Flying,Bug,Rock,"Ground, Water","Fighting, Bug, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Flying,Ghost,Rock,"Ground, Water","Fighting, Bug, Grass, Ghost, Psychic","Ground, Rock, Water"
Fire,Flying,Steel,Water,Ground,"Fighting, Bug, Grass, Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Flying,Fire,"Rock, Water",Ground,"Fighting, Bug, Grass, Steel, Ice","Ground, Rock, Water"
